party,party_sentence,topic_code,coalition_sentence,similarity_score
SPD,Deshalb müssen wir unsere Demokratie wehrhaft gegen ihre Feinde machen.,202.1,Dabei geht es auch um den Systemwettbewerb mit autoritär regierten Staaten und eine strategische Solidarität mit unseren demokratischen Partnern.,0.71521837
SPD,Ehrenamtliche bilden gerade im ländlichen Raum das Herzstück dieser Strukturen.,606.1,"Wir unterstützen Initiativen zur Schaffung von Orten im ländlichen Raum, die Angebote bspw. der Nahversorgung, der Kultur, Bildung und Gesundheitsdienstleistungen bündeln (Dienstleistungszentren, Gemeinschaftshäuser, Dorfbüros).",0.71520776
SPD,"Wir wollen sichern und ausbauen, was wir erarbeitet haben,",305.1,Wir wollen die Kaskadennutzung als Grundsatz verankern.,0.7152066
SPD,"Wir werden die bislang nach einer Zehn-Jahres-Frist geltende Steuerfreiheit für Veräußerungsgewinne nicht selbst genutzter Grundstücke abschaffen und einen Planungswertausgleich einführen, um leistungslose Bodenwertgewinne der Allgemeinheit zukommen zu lassen.",403,"Wir wollen den Ländern eine flexiblere Gestaltung der Grunderwerbsteuer ermöglichen, um den Erwerb selbst genutzten Wohneigentums zu erleichtern.",0.7152042
SPD,Wir werden eine entsprechende Regelung auch auf europäischer Ebene vorantreiben.,108,B. durch Important Projects of Common European Interest (IPCEIs) und treiben den angekündigten EU Chips Act voran.,0.71518064
SPD,"Wir werden dazu die Innovationsförderung aufstocken,",411,Wir werden mit der Wohnungswirtschaft die begonnene Innovationspartnerschaft wieder aufgreifen und den Quartiersansatz und die Innovationsklausel fortschreiben.,0.71509594
SPD,"Damit vom Pfleger bis zur niedergelassenen Ärztin alle die digitale Transformation bewältigen können, sind flächendeckende Weiterbildungs- und Unterstützungsangebote unerlässlich.",504,Auch soll die Qualität analoger Beratung durch digitale Unterstützung verbessert werden.,0.7150737
SPD,Die Pflegeinfrastruktur muss bedarfsgerecht ausgebaut werden.,504,Wir bauen das Hilfesystem entsprechend bedarfsgerecht aus.,0.7150367
SPD,Wir werden die Unterstützung von strukturschwachen Regionen durch die Gemeinschaftsaufgabe Verbesserung der regionalen Wirtschaftsstruktur (GRW) verstetigen.,301,Wir stärken regionale Wertschöpfungsketten und tragen zum Erhalt ländlicher Strukturen bei.,0.71503645
SPD,"Wir setzen uns daher für eine stärkere Vernetzung und Zusammenarbeit zwischen den Akteuren ein, insbesondere aus den Bereichen Medien, Kultur und Bildung.",502,Außerdem werden wir uns für eine Ausweitung des Informationsaustausches einsetzen.,0.715016
SPD,Wir werden die Unterstützung von strukturschwachen Regionen durch die Gemeinschaftsaufgabe Verbesserung der regionalen Wirtschaftsstruktur (GRW) verstetigen.,301,"Regionale Wirtschaftsförderung Im Rahmen des Gesamtdeutschen Fördersystems werden wir die Mittel für die Gemeinschaftsaufgabe Regionale Wirtschaftsentwicklung für Innovationsförderung, Digitalisierung, betriebliche Produktivitätsziele, Nachhaltigkeit und Dekarbonisierung aufstocken.",0.7149599
SPD,"Für Bürger*innen, die trotz bester Unterstützung keine Perspektive auf dem ersten Arbeitsmarkt haben, haben wir den sozialen Arbeitsmarkt eingeführt.",701,Das Bürgergeld stellt die Potenziale der Menschen und Hilfen zur nachhaltigen Integration in den Arbeitsmarkt in den Mittelpunkt und ermöglicht gesellschaftliche Teilhabe.,0.71490383
SPD,"Zudem werden wir die dualen akademischen Ausbildungswege und damit die Bedeutung der Professionalität in diesen Berufsfeldern stärken,",411,Die akademische Pflegeausbildung stärken wir gemeinsam mit den Ländern.,0.71482193
SPD,Die Kriterien zur Regelsatzermittlung werden wir weiterentwickeln und Betroffene und Sozialverbände mit einbeziehen.,504,"Wir streben an, Sonderregeln für einzelne 14 Gebiete der Fachplanung in das allgemeine Verwaltungsverfahrensrecht zu überführen, soweit dies möglich und sinnvoll ist.",0.71481365
SPD,"Wir setzen uns dafür ein, die Finanzierung der EU dauerhaft gerechter und eigenständiger zu gestalten.",108,"Wir werden den Vorschlägen der EU-Kommission zu den Plänen des Wiederaufbaufonds zustimmen, wenn Voraussetzungen wie eine unabhängige Justiz gesichert sind.",0.71466595
SPD,Das Bürgergeld soll digital und unkompliziert zugänglich sein.,504,Kleinforderungen sollen in bürgerfreundlichen digitalen Verfahren einfacher gerichtlich durchgesetzt werden können.,0.7146171
SPD,"Wir werden die Bundesstiftung Aufarbeitung stärken, damit auch das Engagement der Auseinandersetzung mit der SED-Diktatur landesweit mehr Unterstützung erhält.",602.1,Das Bundeskartellamt stärken wir im Umgang mit Plattformen.,0.71460295
SPD,"Alle unsere Anstrengungen können jedoch nur gelingen, wenn wir die Vereinten Nationen darin unterstützen,",107,"Multilateralismus Wir setzen uns für die Stärkung der Vereinten Nationen (VN) als wichtigster Institution der internationalen Ordnung politisch, finanziell und personell ein.",0.7145936
SPD,Wir werden die Energieeffizienzziele und -standards weiterentwickeln.,416.2,"Wir werden die Grundlagen schaffen, den Einsatz grauer Energie sowie die Lebenszykluskosten verstärkt betrachten zu können.",0.71458536
SPD,"An Knotenpunkten werden wir die Einrichtung von barrierefreien Mobilitätsstationen für nachhaltige urbane Mobilität fördern, damit möglichst viele vom Auto auf umweltfreundliche Verkehrsmittel umsteigen.",416.2,"Güterverkehr Wir unterstützen regionale Güterverkehrskonzepte, fördern emissionsfreie Stadtlogistik wie Ladezonen und Logistik-Hubs.",0.71454257
SPD,Wir werden sie als integrierten Konzern in öffentlichem Eigentum erhalten.,413,Wir werden die Deutsche Bahn AG als integrierten Konzern inklusive des konzerninternen Arbeitsmarktes im öffentlichen Eigentum erhalten.,0.714519
SPD,– wenn wir gezielt in Infrastruktur und Innovationen investieren.,411,Der Zukunftsfonds für Start-ups und Finanzierungsmodelle öffentlicher Infrastrukturinvestitionen sind gute Beispiele dafür.,0.7144925
SPD,"Schutzstandards für Kinder und Jugendliche müssen auch im digitalen Raum gelten, also auch beim Schutz der persönlichen Integrität, vor sexueller Belästigung und Gewalt, bei Entwicklungs- beeinträchtigungen und wirtschaftlicher Ausbeutung.",605.1,Die Informationsweitergabe zwischen den Ämtern und den am Hilfenetzwerk des Kindes beteiligten Akteurinnen und Akteuren muss verbessert und verbindlicher geregelt werden – unter Wahrung des Datenschutzes und Achtung der Vertrauensstellung der Jugendämter.,0.71448845
SPD,Die Pflegeinfrastruktur muss bedarfsgerecht ausgebaut werden.,504,"Die Kapazitäten bauen wir bedarfsgerecht, passgenau und stärker koordiniert aus.",0.71440274
SPD,die Forschung in die mittelständische Praxis mit Partnerschafts- und Kooperationsförderungen vorantreiben,411,Mit dem Ziel des gegenseitigen Lernens fördern wir den Austausch und Kooperationen zwischen innovativen Akteuren wie Start-ups in Industrie- und Entwicklungsländern.,0.71428406
SPD,einer modernen Mobilität weltweit Standards setzen,411,"Für eine nahtlose Mobilität verpflichten wir Verkehrsunternehmen und Mobilitätsanbieter, ihre Echtzeitdaten unter fairen Bedingungen bereitzustellen.",0.7141313
SPD,Dazu werden wir die Gleichstellungsstrategie der Bundesregierung zu einem verbindlichen Fahrplan mit konkreten und wirksamen Maßnahmen für alle Politikbereiche weiterentwickeln.,503,"Wir werden die Arbeiten am „Strategischen Kompass“ konstruktiv mitgestalten, um Ziele und Mittel der EU im Bereich Sicherheit und Verteidigung ambitioniert als Teil des Integrierten Ansatzes auszugestalten.",0.7141185
SPD,"Wir setzen uns für ein neu geordnetes Wettbewerbs- und Beihilferecht ein, das Wettbewerbsnachteile gegenüber anderen großen Wirtschaftsräumen verringert.",403,Wir nutzen das europäische Wettbewerbsrecht und die Stärke des europäischen Binnenmarktes gerade mit Blick auf unfaire Wettbewerbspraktiken autoritärer Regime.,0.71391326
SPD,Er muss ordentlich reguliert und überwacht werden.,403,"Dadurch wird die Qualität kontrolliert, die Weitergabe verunreinigter Substanzen verhindert und der Jugendschutz gewährleistet.",0.71390796
SPD,"und stellen uns Hass und Hetze, jedweder Art von Ausgrenzung und Diskriminierung und dem Erstarken rechtsextremer Kräfte mit aller Entschiedenheit entgegen.",503,"Terroristen und Terroristen sowie Extremistinnen und Extremisten gilt es, konsequent zu entwaffnen.",0.71362734
SPD,– wenn wir gezielt in Infrastruktur und Innovationen investieren.,411,Dafür brauchen wir ein Jahrzehnt der Zukunftsinvestitionen und mehr Tempo.,0.7135043
SPD,Wir werden für die Einführung eines verpflichtenden staatlichen Tierwohllabels mit nachvollziehbaren Regeln sorgen,501,Wir wollen die Rechtssicherheit im Artenschutzrecht durch bundeseinheitliche gesetzliche Standardisierung (insb.,0.7134869
SPD,"Wir werden die Partnerschaft zwischen Europa und den USA, die auf gemeinsamen und demokratischen Werten beruht, grundsätzlich stärken und die Zusammenarbeit bei Themen wie Klimaschutz, globaler Gesundheitspolitik, Handel, Abrüstung und Sicherheitsfragen intensivieren.",107,"Wir nehmen sie an und werden in unserer Außen-, Sicherheits- und Entwicklungspolitik Partnerschaften vertiefen, neu 131 begründen und unsere Werte von Freiheit, Demokratie und Menschenrechten verteidigen.",0.7134226
SPD,"Dafür schließen wir einen Pakt für berufsbildende Schulen von Bund, Ländern und Schulträgern zusammen mit den Sozialpartnern.",411,"Dazu werden wir einen Bildungsgipfel einberufen, auf dem sich Bund, Länder, Kommunen, Wissenschaft und Zivilgesellschaft über neue Formen der Zusammenarbeit und gemeinsame ambitionierte Bildungsziele verständigen.",0.7134106
SPD,Wir werden dabei die Erkenntnisse aus der Forschung schneller und breiter in Innovationen und Investitionen übersetzten.,411,"Forschungsdaten Das ungenutzte Potential, das in zahlreichen Forschungsdaten liegt, wollen wir effektiver für innovative Ideen nutzen.",0.7133295
SPD,"Den Lernort Berufsschule werden wird stärken,",411,Wir wollen das Professorinnenprogramm stärken.,0.7133259
SPD,"Wir werden das Handwerk fördern, indem wir Gebühren für Techniker*innen- und Meister*innenkurse abschaffen",411,"Wir wollen den Zugang zur Meisterausbildung erleichtern, indem wir die Kosten von Meisterkursen und -briefen für die Teilnehmer deutlich senken.",0.713281
SPD,Dementsprechend werden wir im Einklang mit den europäischen Klimazielen unser Minderungsziel für 2030 deutlich (auf 65 %) anheben; auch für 2040 werden wir ein Minderungsziel festschreiben (88 %).,501,"Um die Minderungsziele aus der Richtlinie über nationale Emissionshöchstmengen fristgerecht zu erreichen, setzen wir im nationalen Luftreinhalteprogramm alle erforderlichen Maßnahmen um.",0.713203
SPD,"Wir werden Journalismus im Gemeinnützigkeitsrecht verankern, so dass auch die Stiftungsfinanzierung möglich ist, ohne dass damit marktwirtschaftliche Strukturen konterkariert werden.",402,Wir schaffen Rechtssicherheit für gemeinnützigen Journalismus und machen E-Sport gemeinnützig.,0.7131863
SPD,"Wir werden im Lebensmittelhandel unfairen Handelspraktiken einen Riegel vorschieben, denn sie schaden Verbraucher*innen, Landwirt*innen und fair handelnden Wettbewerbern.",403,Deutsche und europäische Agrarexporte sollen nicht Märkte in den Partnerländern zerstören und mutwilliger Verzerrung des Nahrungsmittelmarktes durch Finanzmarktspekulation wollen wir aktiv begegnen.,0.71315986
SPD,4.4. Europäische Nachbarschaften pflegen. . . . . . . . . > 59,,Bündnis 90 / Die Grünen stellen die Stellvertreterin oder den Stellvertreter des Bundeskanzlers gemäß Artikel 69 GG.,0.71312827
SPD,Für von Gewalt betroffene Frauen führen wir einen Rechtsanspruch auf Beratung und Schutz ein.,605.1,"Wir wollen eine präzisere Regelung für Opfer häuslicher oder partnerschaftlicher Gewalt, die nur ein abgeleitetes Aufenthaltsrecht besitzen.",0.71305007
SPD,Ebenso werden wir für Abgeordnete die Anzeigepflicht für Unternehmensbeteiligung und Aktionenoptionen verschärfen,304,"Wir erweitern den Rechtsrahmen für Legal Tech-Unternehmen, legen für sie klare Qualitäts- und Transparenzanforderungen fest und stärken die Rechtsanwaltschaft, indem wir das Verbot von Erfolgshonoraren modifizieren und das Fremdbesitzverbot prüfen.",0.713046
SPD,Wir werden eine entsprechende Regelung auch auf europäischer Ebene vorantreiben.,108,Wir unterstützen die EU-Kommission bei der Weiterentwicklung des Rechtsstaatsberichts durch länderspezifische Empfehlungen und wollen u. a. den Prozess mit unabhängiger Expertise weiter stärken.,0.7130285
SPD,Wir werden es konsequent weiterentwickeln.,305.1,Die Übertragbarkeit von Restmitteln werden wir fortführen.,0.71302575
SPD,"Wir stehen für eine Finanz- und Haushaltspolitik, die die großen Zukunftsinvestitionen finanziert und so zukunftsfähige Arbeitsplätze schafft,",701,"Zukunftsinvestitionen und nachhaltige Finanzen Die 2020er Jahre wollen wir zu einem Jahrzehnt der Zukunftsinvestitionen, insbesondere in Klimaschutz, Digitalisierung, Bildung und Forschung sowie die Infrastruktur, machen.",0.7130097
SPD,Wir werden bezahlbaren Wohnraum erhalten und neuen schaffen.,504,"B. dem Immobiliensektor, wollen wir erleichtern und im Vollzug deutlich erhöhen.",0.71268165
SPD,"Wir werden dazu die Innovationsförderung aufstocken,",411,Die Dynamisierung des Paktes für Forschung und Innovation (PFI) wollen wir erhalten.,0.7125562
SPD,Gleichwertige Lebensverhältnisse zu sichern heißt auch:,503,Die Ergebnisse werden in einem periodischen Gleichwertigkeitsbericht veröffentlicht und die Fortschritte bezüglich gleichwertiger Lebensverhältnisse transparent gemacht.,0.7125136
SPD,"Wir werden eine Einkommensteuerreform vornehmen, die kleine und mittlere Einkommen besserstellt, die Kaufkraft stärkt und dafür im Gegenzug die oberen fünf Prozent stärker für die Finanzierung der wichtigen öffentlichen Aufgaben heranzieht.",503,"Wir werden im Rahmen der Novellierung des Steuer-, Abgaben- und Umlagensystems die Förderung von Mieterstrom- und Quartierskonzepten vereinfachen und stärken.",0.71245366
SPD,Dabei wird es Übergänge für bestehende Arbeitsverhältnisse und Ausnahmen für bestimmte Gruppen wie zum Beispiel Rentner*innen geben.,701,Die Einstellungsvoraussetzungen flexibilisieren wir in Richtung praktischer Berufserfahrungen und stärken das Instrument des Altersgeldes.,0.71238667
SPD,Investitionen sind essentiell für eine nachhaltige europäische Zukunft.,108,"Dies kann nachhaltig nur gelingen, wenn zeitgleich notwendige und nicht aufschiebbare Investitionen zur Transformation der deutschen Wirtschaft getätigt werden.",0.71236885
SPD,Wir werden die Schutzfunktion des Arbeitszeitgesetzes erhalten.,701,Wir halten am Grundsatz des 8-Stunden-Tages im Arbeitszeitgesetz fest.,0.7122339
SPD,"Wir werden durch eine besondere Förderung der haushaltsnahen Dienstleistungen die Vereinbarkeit von Familie und Beruf verbessern, älteren Menschen helfen, möglichst lange in der eigenen Wohnung zu leben, Schwarzarbeit bekämpfen und den Personen, die bislang ohne Sozialversicherung in den privaten Haushalten arbeiten, eine Absicherung bei Arbeitsunfällen oder Krankheit geben.",504,"Wir entwickeln die Pflegezeit- und Familienpflegezeitgesetze weiter und ermöglichen pflegenden Angehörigen und Nahestehenden mehr Zeitsouveränität, auch durch eine Lohnersatzleistung im Falle pflegebedingter Auszeiten.",0.7121793
SPD,So wird unsere Zukunftsmission „klimaneutrales Deutschland“ zum Jobmotor.,701,"Wir stärken ihre Wettbewerbsfähigkeit und Innovationskraft, Nachhaltigkeit und Klimaschutz sowie den Produktionsstandort Deutschland, sichern Arbeitsplätze und reduzieren die Risiken des Einsatzes gesundheitsgefährdender Stoffe (z.",0.71212655
